cve_id,cwe,cvss_v31_base_score,cvss_v31_exploitability_score,cvss_v31_impact_score,cvss_v2_base_score,cvss_v2_exploitability_score,cvss_v2_impact_score,fuente_cisa,fuente_nuclei
CVE-2013-2465,CWE-693,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2013-2551,CWE-416,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-2596,CWE-190,7.8,1.8,5.9,6.9,3.4,10.0,True,False
CVE-2013-2597,NVD-CWE-Other,8.4,2.5,5.9,7.2,3.9,10.0,True,False
CVE-2013-2597,CWE-121,8.4,2.5,5.9,7.2,3.9,10.0,True,False
CVE-2013-2621,CWE-601,6.1,2.8,2.7,5.8,8.6,4.9,False,True
CVE-2013-2729,CWE-190,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2013-3163,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-3346,CWE-787,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2013-3526,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2013-3660,CWE-119,7.8,1.8,5.9,6.9,3.4,10.0,True,False
CVE-2013-3827,NVD-CWE-noinfo,,,,5.0,10.0,2.9,False,True
CVE-2013-3893,CWE-416,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-3896,NVD-CWE-noinfo,5.5,1.8,3.6,4.3,8.6,2.9,True,False
CVE-2013-3897,CWE-416,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-3900,CWE-347,5.5,1.8,3.6,7.6,4.9,10.0,True,False
CVE-2013-3906,CWE-94,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-3918,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2013-3993,CWE-22,6.5,2.8,3.6,3.5,6.8,2.9,True,False
CVE-2013-4117,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2013-4625,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2013-4810,CWE-94,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2013-4982,CWE-287,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2013-5065,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2013-5223,CWE-79,5.4,2.3,2.7,3.5,6.8,2.9,True,False
CVE-2013-5528,CWE-22,,,,4.0,8.0,2.9,False,True
CVE-2013-5979,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2013-6281,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2013-6282,CWE-20,8.8,2.8,5.9,7.2,3.9,10.0,True,False
CVE-2013-7091,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2013-7240,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2013-7285,CWE-78,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2013-7331,CWE-209,6.5,3.9,2.5,4.3,8.6,2.9,True,False
CVE-2014-0130,CWE-22,7.5,3.9,3.6,4.3,8.6,2.9,True,False
CVE-2014-0160,CWE-125,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2014-0196,CWE-362,5.5,1.8,3.6,6.9,3.4,10.0,True,False
CVE-2014-0322,CWE-416,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-0496,CWE-416,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-0497,CWE-191,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2014-0502,CWE-415,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-0546,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2014-0780,CWE-22,9.8,3.9,5.9,7.5,10.0,6.4,True,False
CVE-2014-100004,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2014-100005,CWE-352,8.0,2.1,5.9,6.8,8.6,6.4,True,False
CVE-2014-10037,CWE-22,,,,7.5,10.0,6.4,False,True
CVE-2014-1203,CWE-77,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2014-1761,CWE-787,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-1776,CWE-416,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2014-1812,CWE-255,8.8,2.8,5.9,9.0,8.0,10.0,True,False
CVE-2014-1812,CWE-522,8.8,2.8,5.9,9.0,8.0,10.0,True,False
CVE-2014-1841,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-1842,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-1843,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-2120,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,True,False
CVE-2014-2321,CWE-264,,,,10.0,10.0,10.0,False,True
CVE-2014-2323,CWE-89,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2014-2383,CWE-200,,,,6.8,8.6,6.4,False,True
CVE-2014-2817,NVD-CWE-noinfo,8.8,2.8,5.9,6.8,8.6,6.4,True,False
CVE-2014-2908,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2014-2962,CWE-22,,,,7.8,10.0,6.9,False,True
CVE-2014-3120,CWE-284,8.1,2.8,5.2,6.8,8.6,6.4,True,True
CVE-2014-3153,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2014-3206,CWE-20,,,,10.0,10.0,10.0,False,True
CVE-2014-3704,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2014-3744,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-3931,CWE-119,9.8,3.9,5.9,7.5,10.0,6.4,True,False
CVE-2014-4077,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-4113,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2014-4114,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-4123,NVD-CWE-noinfo,8.8,2.8,5.9,6.8,8.6,6.4,True,False
CVE-2014-4148,CWE-94,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-4210,NVD-CWE-noinfo,,,,5.0,10.0,2.9,False,True
CVE-2014-4404,CWE-787,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-4513,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2014-4535,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4536,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4539,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4544,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4550,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4558,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4561,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4577,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-4592,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-4940,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-4941,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-4942,CWE-200,,,,5.0,10.0,2.9,False,True
CVE-2014-5111,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-5181,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-5187,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-5258,CWE-22,,,,4.0,8.0,2.9,False,True
CVE-2014-5368,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-6271,CWE-78,9.8,3.9,5.9,10.0,10.0,10.0,True,True
CVE-2014-6278,CWE-78,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-6287,CWE-94,9.8,3.9,5.9,10.0,10.0,10.0,True,True
CVE-2014-6308,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-6324,NVD-CWE-noinfo,8.8,2.8,5.9,9.0,8.0,10.0,True,False
CVE-2014-6332,CWE-119,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-6352,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2014-7169,CWE-78,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2014-8361,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2014-8439,CWE-119,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-8439,CWE-416,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-8676,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-8682,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2014-8739,CWE-434,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2014-8799,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-9094,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2014-9119,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2014-9163,NVD-CWE-Other,7.8,1.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-9163,CWE-121,7.8,1.8,5.9,10.0,10.0,10.0,True,False
CVE-2014-9180,NVD-CWE-Other,,,,5.0,10.0,2.9,False,True
CVE-2014-9444,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2014-9606,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-9607,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-9608,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-9609,CWE-22,5.3,3.9,1.4,5.0,10.0,2.9,False,True
CVE-2014-9614,CWE-798,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2014-9615,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2014-9617,CWE-601,6.1,2.8,2.7,5.8,8.6,4.9,False,True
CVE-2014-9618,CWE-287,,,,7.5,10.0,6.4,False,True
CVE-2014-9735,CWE-264,,,,7.5,10.0,6.4,False,True
CVE-2015-0016,CWE-22,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-0071,NVD-CWE-noinfo,6.5,2.8,3.6,4.3,8.6,2.9,True,False
CVE-2015-0310,NVD-CWE-noinfo,7.8,1.8,5.9,10.0,10.0,10.0,True,False
CVE-2015-0310,CWE-200,7.8,1.8,5.9,10.0,10.0,10.0,True,False
CVE-2015-0311,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-0313,CWE-416,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-0554,CWE-264,,,,9.4,10.0,9.2,False,True
CVE-2015-0666,CWE-22,7.5,3.9,3.6,7.8,10.0,6.9,True,False
CVE-2015-1000005,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-1000010,CWE-284,,,,5.0,10.0,2.9,False,True
CVE-2015-1000012,CWE-200,,,,5.0,10.0,2.9,False,True
CVE-2015-10141,CWE-78,,,,,,,False,True
CVE-2015-10141,CWE-306,,,,,,,False,True
CVE-2015-1130,CWE-59,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-1187,CWE-287,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-1419,NVD-CWE-noinfo,,,,5.0,10.0,2.9,False,True
CVE-2015-1427,NVD-CWE-noinfo,9.8,3.9,5.9,7.5,10.0,6.4,True,True
CVE-2015-1503,CWE-22,,,,7.8,10.0,6.9,False,True
CVE-2015-1579,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-1635,CWE-94,9.8,3.9,5.9,10.0,10.0,10.0,True,True
CVE-2015-1641,CWE-787,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-1642,CWE-787,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-1671,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-1701,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-1769,CWE-264,6.6,0.7,5.9,7.2,3.9,10.0,True,False
CVE-2015-1770,CWE-824,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-1880,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-20067,CWE-862,7.5,3.9,3.6,5.0,10.0,2.9,False,True
CVE-2015-2051,CWE-77,8.8,2.8,5.9,10.0,10.0,10.0,True,False
CVE-2015-2067,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-2068,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-2080,CWE-200,,,,5.0,10.0,2.9,False,True
CVE-2015-2166,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-2196,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2015-2291,CWE-20,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-2360,CWE-119,8.8,2.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-2360,CWE-416,8.8,2.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-2387,CWE-787,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-2419,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2424,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2425,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2426,CWE-119,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2426,CWE-124,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2502,CWE-787,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2545,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-2546,CWE-119,8.2,1.5,6.0,6.9,3.4,10.0,True,False
CVE-2015-2590,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-2755,CWE-352,,,,6.8,8.6,6.4,False,True
CVE-2015-2794,CWE-264,,,,7.5,10.0,6.4,False,True
CVE-2015-2807,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-2863,NVD-CWE-Other,,,,4.3,8.6,2.9,False,True
CVE-2015-2996,CWE-22,,,,8.5,10.0,7.8,False,True
CVE-2015-3035,CWE-22,7.5,3.9,3.6,7.8,10.0,6.9,True,True
CVE-2015-3043,CWE-787,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-3113,CWE-787,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-3113,CWE-122,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-3224,CWE-284,,,,4.3,8.6,2.9,False,True
CVE-2015-3306,CWE-284,,,,10.0,10.0,10.0,False,True
CVE-2015-3337,CWE-22,,,,4.3,8.6,2.9,False,True
CVE-2015-3648,CWE-22,,,,7.5,10.0,6.4,False,True
CVE-2015-3897,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4050,CWE-284,,,,4.3,8.6,2.9,False,True
CVE-2015-4062,CWE-89,,,,6.5,8.0,6.4,False,True
CVE-2015-4063,CWE-79,,,,3.5,6.8,2.9,False,True
CVE-2015-4068,CWE-22,9.1,3.9,5.2,9.4,10.0,9.2,True,False
CVE-2015-4074,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4127,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-4414,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4455,CWE-434,,,,7.5,10.0,6.4,False,True
CVE-2015-4495,NVD-CWE-noinfo,8.8,2.8,5.9,4.3,8.6,2.9,True,False
CVE-2015-4495,CWE-346,8.8,2.8,5.9,4.3,8.6,2.9,True,False
CVE-2015-4632,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4666,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4668,CWE-601,,,,5.8,8.6,4.9,False,True
CVE-2015-4694,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-4852,CWE-502,9.8,3.9,5.9,7.5,10.0,6.4,True,False
CVE-2015-4902,NVD-CWE-noinfo,5.3,3.9,1.4,5.0,10.0,2.9,True,False
CVE-2015-4902,CWE-284,5.3,3.9,1.4,5.0,10.0,2.9,True,False
CVE-2015-5119,CWE-416,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-5122,CWE-416,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-5123,CWE-416,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-5317,CWE-200,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2015-5354,CWE-601,,,,5.8,8.6,4.9,False,True
CVE-2015-5461,NVD-CWE-Other,,,,6.4,10.0,4.9,False,True
CVE-2015-5469,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-5471,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-5531,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-5688,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-6175,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2015-6477,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-6544,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-6920,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-7245,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2015-7297,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2015-7377,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-7450,CWE-502,9.8,3.9,5.9,10.0,10.0,10.0,True,True
CVE-2015-7645,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-7755,CWE-287,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2015-7780,CWE-22,,,,4.0,8.0,2.9,False,True
CVE-2015-7823,NVD-CWE-Other,,,,5.8,8.6,4.9,False,True
CVE-2015-8349,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-8350,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-8399,CWE-200,,,,4.0,8.0,2.9,False,True
CVE-2015-8562,CWE-20,,,,7.5,10.0,6.4,False,True
CVE-2015-8651,CWE-190,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2015-8813,CWE-918,,,,4.3,8.6,2.9,False,True
CVE-2015-9312,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2015-9323,CWE-89,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2015-9406,CWE-22,7.5,3.9,3.6,5.0,10.0,2.9,False,True
CVE-2015-9414,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2015-9415,CWE-20,7.5,3.9,3.6,5.0,10.0,2.9,False,True
CVE-2015-9480,CWE-22,7.5,3.9,3.6,5.0,10.0,2.9,False,True
CVE-2015-9499,CWE-434,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2016-0034,NVD-CWE-noinfo,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-0040,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-0099,CWE-120,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-0151,CWE-269,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-0162,NVD-CWE-noinfo,4.3,2.8,1.4,4.3,8.6,2.9,True,False
CVE-2016-0165,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-0167,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-0185,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-0189,CWE-787,7.5,1.6,5.9,7.6,4.9,10.0,True,False
CVE-2016-0752,CWE-22,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2016-0957,NVD-CWE-noinfo,,,,7.8,10.0,6.9,False,True
CVE-2016-0984,CWE-416,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-1000126,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000127,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000128,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000129,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000130,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000131,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000132,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000133,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000134,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000135,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000136,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000137,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000138,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000139,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000140,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000141,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000142,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000143,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000146,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000148,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000149,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000152,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000153,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000154,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-1000155,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-10033,CWE-88,9.8,3.9,5.9,7.5,10.0,6.4,True,True
CVE-2016-1010,CWE-190,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-10108,CWE-77,,,,10.0,10.0,10.0,False,True
CVE-2016-10134,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2016-10174,CWE-120,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-1019,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-10367,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2016-10368,CWE-601,,,,5.8,8.6,4.9,False,True
CVE-2016-10924,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2016-10940,CWE-89,7.2,1.2,5.9,6.5,8.0,6.4,False,True
CVE-2016-10956,CWE-20,7.5,3.9,3.6,5.0,10.0,2.9,False,True
CVE-2016-10960,CWE-20,8.8,2.8,5.9,6.5,8.0,6.4,False,True
CVE-2016-10972,CWE-269,9.8,3.9,5.9,7.5,10.0,6.4,False,True
CVE-2016-10973,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2016-10976,CWE-79,6.1,2.8,2.7,4.3,8.6,2.9,False,True
CVE-2016-10993,CWE-79,5.4,2.3,2.7,3.5,6.8,2.9,False,True
CVE-2016-11021,CWE-78,7.2,1.2,5.9,9.0,8.0,10.0,True,False
CVE-2016-15041,CWE-79,7.2,3.9,2.7,,,,False,True
CVE-2016-15042,CWE-434,9.8,3.9,5.9,,,,False,True
CVE-2016-15043,CWE-434,9.8,3.9,5.9,,,,False,True
CVE-2016-1555,CWE-77,9.8,3.9,5.9,10.0,10.0,10.0,True,True
CVE-2016-1646,CWE-125,8.8,2.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-20017,CWE-77,9.8,3.9,5.9,,,,True,False
CVE-2016-2004,CWE-306,,,,9.3,8.6,10.0,False,True
CVE-2016-2386,CWE-89,9.8,3.9,5.9,7.5,10.0,6.4,True,False
CVE-2016-2388,CWE-200,5.3,3.9,1.4,5.0,10.0,2.9,True,False
CVE-2016-2389,CWE-22,,,,7.8,10.0,6.9,False,True
CVE-2016-3081,CWE-77,,,,9.3,8.6,10.0,False,True
CVE-2016-3088,CWE-434,9.8,3.9,5.9,7.5,10.0,6.4,True,True
CVE-2016-3235,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-3298,NVD-CWE-noinfo,6.5,2.8,3.6,2.6,4.9,2.9,True,False
CVE-2016-3309,NVD-CWE-noinfo,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-3351,NVD-CWE-noinfo,6.5,2.8,3.6,2.6,4.9,2.9,True,False
CVE-2016-3393,NVD-CWE-noinfo,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-3427,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-3427,CWE-284,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-3510,NVD-CWE-noinfo,,,,10.0,10.0,10.0,False,True
CVE-2016-3643,CWE-264,7.8,1.8,5.9,7.2,3.9,10.0,True,False
CVE-2016-3714,CWE-20,8.4,2.5,5.9,10.0,10.0,10.0,True,False
CVE-2016-3715,NVD-CWE-noinfo,5.5,1.8,3.6,5.8,8.6,4.9,True,False
CVE-2016-3715,CWE-552,5.5,1.8,3.6,5.8,8.6,4.9,True,False
CVE-2016-3718,CWE-918,5.5,1.8,3.6,4.3,8.6,2.9,True,False
CVE-2016-3976,CWE-22,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2016-3978,CWE-79,,,,4.3,8.6,2.9,False,True
CVE-2016-4117,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-4171,NVD-CWE-noinfo,9.8,3.9,5.9,10.0,10.0,10.0,True,False
CVE-2016-4437,NVD-CWE-noinfo,9.8,3.9,5.9,6.8,8.6,6.4,True,True
CVE-2016-4437,CWE-321,9.8,3.9,5.9,6.8,8.6,6.4,True,True
CVE-2016-4523,CWE-125,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2016-4655,NVD-CWE-noinfo,5.5,1.8,3.6,7.1,8.6,6.9,True,False
CVE-2016-4656,CWE-787,7.8,1.8,5.9,9.3,8.6,10.0,True,False
CVE-2016-4657,CWE-787,8.8,2.8,5.9,6.8,8.6,6.4,True,False
CVE-2016-4975,CWE-93,,,,4.3,8.6,2.9,False,True
CVE-2016-4977,CWE-19,,,,6.5,8.0,6.4,False,True
CVE-2016-5195,CWE-362,7.0,1.0,5.9,7.2,3.9,10.0,True,False
CVE-2016-5198,CWE-787,8.8,2.8,5.9,6.8,8.6,6.4,True,False
CVE-2016-5649,CWE-319,,,,5.0,10.0,2.9,False,True
CVE-2016-5649,CWE-200,,,,5.0,10.0,2.9,False,True
CVE-2016-5674,CWE-20,,,,10.0,10.0,10.0,False,True
CVE-2016-6195,CWE-89,,,,7.5,10.0,6.4,False,True
CVE-2016-6277,CWE-352,8.8,2.8,5.9,9.3,8.6,10.0,True,True
CVE-2016-6366,CWE-120,8.8,2.8,5.9,8.5,6.8,10.0,True,False
CVE-2016-6367,CWE-77,7.8,1.8,5.9,6.8,3.1,10.0,True,False
CVE-2016-6415,CWE-200,7.5,3.9,3.6,5.0,10.0,2.9,True,False
CVE-2016-6601,CWE-22,,,,5.0,10.0,2.9,False,True
CVE-2016-7193,CWE-119,7.8,1.8,5.9,9.3,8.6,10.0,True,False
